hours_studied,attendance,parent_education,extra_activities,course_done,course_score,ct,st1,st2,put,final_grade
9.8,67.9,graduate,no,yes,86.2,3.5,90.3,52.5,51.3,64.4
7.2,67.0,graduate,no,yes,96.6,6.5,78.5,65.8,92.3,79.7
3.8,73.6,graduate,no,no,0.0,5.8,12.9,32.4,95.5,49.1
8.3,53.4,high_school,yes,no,0.0,3.2,23.2,66.5,49.9,42.9
2.3,88.6,graduate,yes,no,0.0,9.2,90.0,17.4,89.2,63.0
0.6,62.5,high_school,yes,yes,96.9,3.2,44.2,37.4,63.1,51.6
7.0,68.9,graduate,yes,yes,89.7,4.3,25.2,43.8,28.6,42.6
5.3,89.5,high_school,yes,yes,95.7,3.6,62.9,66.9,20.4,52.4
4.1,77.3,high_school,no,no,0.0,1.9,18.5,73.0,91.1,53.4
2.1,91.4,master,no,yes,77.6,6.3,61.8,55.9,13.8,47.4
8.7,78.5,graduate,no,no,0.0,0.2,10.1,49.9,5.1,22.0
8.2,64.5,master,no,no,0.0,0.7,70.3,6.8,87.1,49.6
5.8,92.7,master,no,no,0.0,9.4,61.9,54.6,89.2,67.0
9.8,82.7,high_school,no,yes,65.6,5.5,42.1,20.1,88.8,60.2
7.3,96.2,high_school,yes,yes,73.8,0.7,49.4,80.6,56.4,59.5
4.2,87.0,high_school,no,yes,79.9,2.3,94.7,27.1,4.2,42.4
3.5,73.9,graduate,yes,yes,81.4,8.6,93.1,2.6,78.2,64.8
6.8,86.9,none,yes,no,0.0,5.5,38.7,37.7,12.5,32.3
1.2,55.9,master,no,yes,63.7,0.1,19.4,43.7,5.8,24.2
4.1,87.6,high_school,yes,yes,65.1,1.8,87.3,25.0,5.7,38.9
0.4,67.5,graduate,no,yes,63.1,9.4,13.0,39.8,65.8,49.6
2.1,85.3,master,yes,no,0.0,8.7,44.4,30.3,36.7,40.0
2.4,94.6,master,yes,no,0.0,2.8,5.4,90.0,70.6,49.0
2.0,56.9,graduate,no,yes,61.4,2.4,74.2,21.1,37.2,42.6
4.4,88.2,high_school,yes,no,0.0,3.0,49.9,3.4,27.8,28.6
9.7,53.0,none,no,yes,68.2,1.8,1.9,38.3,44.4,37.5
4.3,52.6,master,yes,no,0.0,9.2,54.2,34.8,2.6,32.6
9.1,90.5,graduate,yes,no,0.0,7.8,34.1,82.9,43.4,53.3
9.3,87.6,high_school,no,no,0.0,4.2,95.2,93.2,28.7,59.5
7.2,88.5,master,yes,yes,65.3,0.2,96.0,46.7,99.3,73.1
8.0,97.5,high_school,yes,yes,84.6,3.6,77.1,29.6,57.1,59.4
6.6,89.1,high_school,yes,yes,77.8,0.2,30.7,66.1,83.6,60.2
0.1,51.9,master,no,yes,71.1,6.1,63.8,55.7,40.9,52.0
3.1,53.2,graduate,no,yes,69.1,1.7,76.6,27.6,86.9,59.7
8.7,82.8,graduate,yes,no,0.0,5.8,65.5,18.4,50.7,46.3
0.4,85.9,high_school,no,no,0.0,5.4,97.5,1.6,84.5,55.1
0.4,61.7,high_school,yes,yes,73.0,3.7,50.7,11.3,7.7,29.0
8.2,70.8,none,no,no,0.0,9.8,14.3,32.7,78.8,50.5
9.0,68.7,master,yes,yes,64.2,2.1,16.0,4.5,93.0,48.5
3.1,85.8,master,yes,yes,75.2,10.0,37.9,58.3,65.7,62.3
0.8,53.9,graduate,no,yes,84.3,6.6,53.9,12.1,87.8,57.7
5.2,65.8,graduate,no,no,0.0,2.3,91.1,32.9,79.9,57.0
3.1,98.6,graduate,no,no,0.0,5.6,73.3,88.0,36.2,55.2
0.8,68.1,none,yes,yes,97.0,2.4,44.9,41.9,56.9,50.3
9.1,83.7,graduate,no,no,0.0,4.2,79.6,34.2,11.8,39.2
9.8,78.8,graduate,yes,no,0.0,7.7,87.6,1.6,12.1,38.0
7.1,73.5,high_school,yes,yes,99.6,1.3,86.9,83.4,2.4,53.3
8.7,95.9,none,no,no,0.0,1.2,12.7,69.7,24.1,34.1
9.0,94.9,high_school,yes,no,0.0,6.3,7.4,92.1,95.0,63.9
7.4,71.8,none,yes,yes,66.1,0.1,73.3,72.4,59.0,60.8
5.9,83.7,none,no,no,0.0,9.4,32.0,17.7,72.3,48.2
1.0,64.9,master,yes,no,0.0,2.9,56.4,89.7,58.0,53.3
3.8,87.9,graduate,yes,yes,77.2,2.8,81.4,73.5,98.9,77.5
8.8,65.7,master,no,yes,95.4,2.9,16.6,28.8,48.7,43.8
9.2,99.4,high_school,yes,yes,61.1,9.0,66.6,14.1,20.7,47.0
9.6,77.0,graduate,yes,no,0.0,9.4,48.8,82.2,37.0,55.4
5.7,86.6,graduate,no,yes,77.8,4.3,29.5,11.0,70.6,48.5
2.6,93.2,master,yes,yes,89.1,3.3,96.8,80.4,74.4,75.9
5.1,63.8,high_school,no,no,0.0,1.9,89.2,3.8,10.0,29.2
5.6,91.9,high_school,yes,yes,86.9,2.7,24.6,58.6,87.2,61.6
1.5,90.7,none,no,yes,60.1,0.7,13.2,63.5,8.9,30.0
5.6,60.4,graduate,yes,yes,85.5,4.8,41.8,26.3,38.0,44.2
6.6,59.0,master,yes,no,0.0,6.0,87.5,66.8,49.0,57.8
5.4,64.8,graduate,yes,no,0.0,9.7,96.3,89.7,76.4,75.8
3.3,83.1,high_school,yes,no,0.0,7.0,46.5,31.9,11.4,31.9
7.7,74.2,none,no,yes,95.6,7.8,68.7,2.9,26.8,47.3
0.6,88.6,master,no,no,0.0,9.1,41.1,80.9,42.5,51.0
2.7,86.4,master,yes,yes,81.4,7.8,30.9,41.0,57.3,53.2
1.1,98.4,master,yes,no,0.0,0.9,60.5,2.0,72.2,40.5
7.0,95.6,high_school,yes,yes,93.5,4.0,51.9,36.2,19.8,45.2
7.2,64.5,graduate,no,yes,61.4,0.2,33.2,21.6,73.3,46.1
9.4,55.1,none,no,yes,61.4,7.5,4.2,28.3,2.4,28.3
8.1,68.9,none,yes,yes,63.0,7.2,81.8,87.7,86.2,80.8
7.6,70.8,high_school,yes,no,0.0,7.8,9.6,58.8,39.1,40.5
4.3,87.2,master,no,no,0.0,3.8,45.9,10.0,96.9,50.6
4.3,61.1,none,no,yes,75.3,9.9,48.3,90.8,53.3,66.4
7.3,97.6,high_school,no,yes,77.9,4.8,22.4,97.5,39.7,57.0
1.1,65.5,graduate,yes,no,0.0,5.9,9.5,16.9,86.5,41.0
0.8,70.2,none,yes,no,0.0,8.3,5.9,49.3,41.2,35.6
0.4,84.4,none,yes,no,0.0,5.5,26.8,20.9,56.2,36.3
3.1,82.6,master,no,yes,96.8,4.3,70.9,51.4,85.9,69.9
0.8,56.4,high_school,yes,yes,61.6,4.2,52.0,12.1,19.7,32.3
1.7,90.2,none,yes,no,0.0,1.2,74.9,54.7,39.9,44.5
10.0,86.0,master,no,yes,71.6,6.9,61.5,37.2,65.0,62.6
8.0,97.6,master,no,yes,66.6,7.2,47.2,21.1,33.0,46.3
4.7,65.9,graduate,yes,yes,68.0,0.9,47.0,99.3,0.6,42.8
4.6,54.7,none,yes,no,0.0,6.3,6.7,63.6,88.3,51.9
9.3,63.7,none,no,yes,63.1,1.5,36.7,76.7,93.4,66.3
7.3,64.0,master,yes,no,0.0,3.3,12.7,52.2,64.5,42.5
7.7,79.6,master,no,yes,63.7,8.0,20.9,0.3,23.2,33.4
1.5,58.2,high_school,no,no,0.0,4.3,7.8,97.0,13.7,33.0
4.7,65.1,high_school,yes,no,0.0,3.5,56.0,37.7,38.6,39.4
8.4,65.8,high_school,yes,yes,93.6,5.6,95.5,94.5,83.4,85.5
4.9,89.4,high_school,no,no,0.0,7.7,65.2,17.8,86.6,57.2
3.5,71.2,graduate,no,yes,77.7,5.3,37.4,93.3,99.5,74.4
0.1,65.5,high_school,no,no,0.0,0.3,91.6,50.3,1.3,32.4
2.7,73.9,high_school,no,yes,94.5,9.3,27.4,5.7,57.2,47.6
10.0,81.6,none,yes,yes,61.5,0.3,47.3,87.5,75.1,65.0
8.9,57.7,graduate,yes,no,0.0,6.4,8.3,83.4,11.9,35.6
0.6,54.9,master,yes,no,0.0,9.0,65.5,73.7,33.3,49.9
1.7,99.3,master,yes,yes,62.6,8.3,94.1,40.3,83.8,72.4
5.0,86.4,high_school,yes,no,0.0,1.7,44.3,27.6,19.9,28.9
7.5,91.9,high_school,no,yes,82.6,4.6,27.4,35.1,34.1,43.9
1.2,54.5,high_school,yes,yes,91.5,2.2,31.8,62.7,2.0,34.2
3.7,54.1,graduate,no,yes,89.9,7.4,83.7,64.2,90.1,77.6
3.1,69.0,master,yes,yes,70.9,2.0,27.9,56.5,41.4,43.4
9.8,63.0,none,no,no,0.0,8.3,9.2,35.5,36.4,36.2
6.9,58.5,none,yes,no,0.0,6.5,53.8,21.1,70.2,48.9
6.8,64.4,master,no,no,0.0,2.6,9.1,77.3,25.8,34.2
9.2,75.9,graduate,no,no,0.0,6.6,14.0,58.7,37.2,40.7
9.0,66.1,high_school,no,no,0.0,3.4,86.9,0.8,42.1,41.4
9.0,59.4,master,no,no,0.0,8.1,16.3,54.7,75.2,52.3
4.6,78.8,none,no,no,0.0,4.8,47.4,24.4,72.3,47.1
4.0,52.0,graduate,yes,no,0.0,5.9,42.1,77.4,95.4,63.0
1.6,58.3,master,yes,no,0.0,7.9,95.1,56.8,14.0,46.2
0.5,54.5,graduate,no,yes,68.0,1.7,45.9,16.5,0.1,24.0
3.1,59.2,graduate,no,no,0.0,0.0,9.0,24.5,68.5,31.8
1.6,55.0,none,yes,yes,90.5,1.0,91.3,66.8,83.1,70.1
1.3,88.2,graduate,no,no,0.0,6.0,77.3,89.8,82.0,69.1
5.3,67.3,high_school,yes,no,0.0,3.4,88.6,17.8,23.5,37.7
8.2,80.5,none,yes,yes,72.1,0.9,64.6,13.8,18.8,37.6
3.8,59.0,graduate,no,no,0.0,9.6,31.1,67.5,48.1,48.6
4.2,58.2,high_school,no,no,0.0,8.0,80.6,34.6,73.3,58.0
0.1,66.0,none,no,no,0.0,7.7,1.2,65.4,67.0,44.5
3.0,62.9,high_school,no,no,0.0,1.1,50.2,78.1,71.2,52.8
1.8,71.2,none,yes,no,0.0,2.0,15.0,33.7,93.4,44.2
8.1,86.4,none,no,no,0.0,4.6,4.9,28.2,12.2,23.2
0.5,80.0,master,no,yes,81.7,1.8,42.6,67.5,76.7,59.2
3.6,50.9,master,no,yes,81.3,4.0,63.6,59.6,35.7,51.8
1.8,76.7,graduate,yes,no,0.0,6.9,63.3,43.1,27.5,41.2
2.4,91.3,none,yes,yes,75.3,9.8,7.7,37.3,14.7,36.5
0.8,96.4,master,no,yes,93.5,4.3,40.1,18.4,74.7,53.0
1.2,59.6,master,no,yes,75.0,4.7,61.6,53.9,79.4,62.7
7.6,71.8,graduate,no,yes,87.1,2.7,50.2,4.6,39.9,41.7
4.1,50.9,none,yes,no,0.0,1.0,27.5,46.2,79.0,44.0
2.2,85.5,graduate,yes,no,0.0,5.9,61.1,72.8,60.9,56.3
6.3,66.4,none,no,no,0.0,8.2,93.0,1.3,34.1,43.8
1.5,92.7,none,yes,no,0.0,0.3,53.2,17.0,39.0,31.4
8.5,98.4,none,no,no,0.0,2.9,8.3,74.8,53.0,44.6
3.2,83.7,high_school,yes,no,0.0,4.2,62.5,16.7,35.2,36.4
7.6,87.6,master,no,no,0.0,6.1,99.0,37.5,53.8,57.7
8.5,54.8,graduate,yes,yes,90.7,9.8,99.2,57.1,17.9,62.5
9.8,77.5,master,yes,no,0.0,6.3,41.8,59.9,31.9,45.0
6.6,84.3,master,no,no,0.0,8.3,22.5,40.4,75.7,51.1
4.5,96.2,graduate,no,no,0.0,6.6,28.8,53.3,33.4,40.1
6.8,54.9,none,no,yes,84.4,5.0,41.0,63.6,61.9,59.1
0.8,78.5,none,yes,no,0.0,6.8,32.5,25.0,56.9,39.7
9.5,51.1,none,yes,yes,67.0,9.4,85.0,16.1,36.9,54.7
9.2,66.1,master,yes,yes,87.3,4.4,89.4,20.7,46.1,56.9
2.4,58.8,none,yes,yes,69.8,7.2,80.4,83.8,87.2,77.3
0.7,87.4,none,no,no,0.0,8.8,86.2,7.0,41.7,44.7
5.4,85.8,high_school,no,no,0.0,8.3,48.1,72.6,29.3,48.2
7.3,52.0,none,no,no,0.0,7.6,42.9,12.4,14.6,29.3
5.8,89.6,graduate,no,no,0.0,2.1,41.3,34.0,91.3,51.9
1.0,82.1,high_school,no,no,0.0,3.4,89.9,49.2,24.5,43.2
6.9,66.5,none,no,yes,80.9,0.3,56.8,59.4,76.1,61.2
8.8,78.2,master,no,no,0.0,7.1,94.5,15.8,63.4,56.5
6.7,57.7,graduate,yes,yes,61.1,2.1,60.7,85.9,25.7,51.5
3.0,79.2,master,no,no,0.0,4.8,72.1,74.5,99.6,69.5
9.0,98.6,graduate,no,yes,94.8,4.8,52.3,37.8,92.6,69.5
4.8,69.0,high_school,no,yes,86.0,3.6,22.5,20.6,15.0,31.2
4.6,95.6,high_school,yes,yes,98.1,5.1,74.1,36.4,3.3,45.1
2.7,98.1,high_school,yes,yes,87.6,6.5,44.7,52.3,24.5,48.3
2.5,84.5,none,yes,yes,89.7,7.3,4.0,60.9,55.2,51.3
9.2,95.3,graduate,no,no,0.0,4.6,6.1,22.8,58.6,37.3
5.4,89.1,master,yes,yes,64.0,5.9,19.6,11.6,8.3,28.2
6.0,65.0,high_school,no,yes,83.6,6.3,86.1,11.2,88.7,67.0
7.6,99.6,master,no,no,0.0,5.1,60.1,49.3,17.7,41.1
9.5,65.0,graduate,no,no,0.0,1.1,27.5,56.1,30.9,35.1
7.6,59.1,high_school,no,yes,62.6,4.3,89.3,51.0,49.6,60.3
3.0,96.3,none,no,yes,90.5,2.1,63.8,53.9,18.3,46.5
5.0,66.0,none,yes,yes,73.0,1.9,68.5,92.8,21.0,53.6
4.0,58.6,graduate,yes,no,0.0,7.8,32.6,51.6,47.4,43.8
2.7,96.6,none,no,no,0.0,4.5,37.1,30.6,72.7,46.0
4.3,69.7,none,yes,no,0.0,6.5,76.2,40.4,96.9,64.5
1.4,72.8,master,yes,no,0.0,2.9,81.9,20.2,66.2,47.5
3.7,66.1,none,no,no,0.0,8.6,55.8,73.9,79.7,63.6
1.1,62.2,master,no,yes,91.2,3.9,94.1,59.3,95.2,75.9
9.6,85.3,graduate,no,yes,85.6,2.8,98.7,58.6,5.9,53.7
3.7,96.2,high_school,no,no,0.0,8.2,13.4,75.0,32.5,42.3
8.7,79.5,graduate,yes,no,0.0,5.6,43.8,32.8,54.7,45.7
8.2,84.5,graduate,yes,no,0.0,9.1,87.1,69.9,73.9,71.0
4.5,94.2,graduate,no,no,0.0,2.6,46.8,46.1,33.3,38.1
7.5,51.2,high_school,no,yes,96.5,5.1,42.7,80.6,79.8,69.7
0.2,71.9,high_school,no,yes,89.4,5.7,79.0,49.2,57.5,61.2
9.7,89.0,graduate,yes,yes,90.1,7.7,57.4,46.8,65.0,66.4
4.3,63.8,none,yes,no,0.0,4.5,65.0,7.3,64.8,43.7
7.8,87.0,none,yes,no,0.0,0.2,40.1,29.4,62.4,41.1
2.3,71.4,master,yes,yes,90.8,5.7,58.4,76.8,53.2,62.5
3.5,94.0,graduate,yes,yes,81.3,9.4,77.3,20.6,18.2,49.0
0.4,56.4,master,yes,yes,68.1,1.6,32.7,31.5,23.0,31.2
9.9,61.6,graduate,no,yes,93.4,3.8,2.7,87.8,94.4,67.6
4.4,87.2,graduate,no,no,0.0,5.9,4.9,43.9,19.9,28.2
1.2,98.5,high_school,yes,no,0.0,7.5,75.7,12.0,48.9,45.2
3.2,59.5,high_school,no,yes,60.3,8.0,47.8,50.9,94.5,66.7
4.0,92.9,master,no,no,0.0,2.3,94.6,83.7,43.4,57.6
7.0,82.5,none,no,no,0.0,0.5,1.6,96.4,73.0,49.6
8.5,58.9,high_school,yes,yes,62.4,8.0,51.9,14.0,47.0,48.7
8.7,83.0,master,no,yes,89.7,8.1,82.3,41.9,17.5,55.7
1.8,94.0,high_school,yes,no,0.0,9.1,3.0,20.4,40.4,31.5
2.7,66.1,high_school,no,yes,96.5,0.5,2.8,47.1,73.5,46.8
3.8,79.9,graduate,yes,no,0.0,9.9,10.0,34.9,22.3,31.5
1.1,73.8,none,no,no,0.0,4.8,13.4,60.3,63.7,42.9
9.0,62.8,master,no,no,0.0,7.5,95.7,66.8,9.6,50.5
8.5,59.8,graduate,yes,yes,88.7,2.8,80.5,14.3,65.9,57.6
6.2,62.5,master,yes,no,0.0,6.7,73.0,30.1,71.0,54.8
5.2,78.9,master,yes,yes,89.9,8.0,32.8,37.5,14.5,41.9
6.3,89.7,graduate,yes,yes,75.9,0.1,14.3,3.4,79.5,42.7
4.8,92.9,graduate,no,no,0.0,1.2,45.2,21.5,62.1,40.2
2.8,88.4,master,no,no,0.0,7.7,99.7,18.6,34.1,47.4
4.6,54.8,master,no,yes,63.8,9.8,6.3,36.5,64.2,49.0
8.3,56.0,master,yes,yes,98.7,9.7,87.3,30.7,43.6,63.2
1.8,91.0,graduate,yes,no,0.0,5.3,84.0,22.2,1.7,32.5
7.8,78.1,high_school,no,yes,75.0,1.0,53.9,69.4,99.7,70.9
1.7,81.7,graduate,yes,yes,71.1,9.6,54.1,95.5,42.4,64.3
9.5,64.8,none,no,yes,63.0,7.1,46.8,13.6,93.8,61.6
6.7,60.4,high_school,yes,yes,90.6,8.1,75.5,14.0,48.1,55.9
9.5,62.1,graduate,no,yes,69.1,9.5,39.1,19.3,83.4,61.0
1.4,70.1,graduate,yes,yes,85.5,5.2,44.3,67.2,76.1,63.1
5.2,88.6,none,yes,no,0.0,1.5,66.0,29.9,12.5,31.5
8.8,87.7,master,no,no,0.0,1.1,94.9,4.1,83.8,54.8
4.7,79.2,none,no,no,0.0,2.4,22.5,10.3,99.8,45.2
8.5,74.7,none,no,no,0.0,9.0,5.7,10.5,77.0,43.3
6.4,66.4,master,no,yes,83.4,2.2,8.3,10.1,80.6,44.9
4.3,63.3,none,no,yes,84.1,5.9,60.7,87.0,66.8,69.2
7.9,97.7,high_school,yes,no,0.0,8.2,96.7,23.9,58.0,58.6
7.2,52.0,none,no,no,0.0,6.7,57.3,52.3,94.0,63.0
0.3,78.3,high_school,no,no,0.0,8.5,9.9,92.1,80.2,57.0
2.5,90.9,master,no,yes,73.0,7.0,97.4,24.9,44.6,57.9
6.3,88.4,graduate,yes,no,0.0,7.5,55.8,86.3,64.8,62.9
7.8,58.6,none,yes,yes,72.7,3.1,33.4,61.6,74.0,58.4
9.1,54.5,none,no,yes,70.6,7.1,62.2,63.9,75.7,69.4
3.5,90.3,master,yes,no,0.0,9.1,95.9,32.3,11.1,44.3
7.0,78.0,graduate,no,no,0.0,8.5,61.8,7.6,9.3,32.6
1.5,67.0,master,no,no,0.0,6.1,13.3,38.5,84.5,45.9
9.7,66.2,graduate,no,no,0.0,0.3,82.6,24.6,15.5,34.6
2.2,84.8,graduate,yes,yes,60.5,2.4,87.5,44.0,81.2,64.4
0.2,80.6,none,no,yes,93.9,5.8,55.6,99.8,19.2,56.2
6.3,94.4,none,no,no,0.0,4.3,70.7,98.2,80.3,70.0
3.6,96.3,graduate,no,no,0.0,8.6,54.0,7.7,69.3,48.3
9.9,62.3,graduate,yes,no,0.0,5.4,98.1,78.4,50.7,64.0
1.0,91.3,graduate,no,yes,78.6,5.7,71.8,64.5,55.4,62.5
0.5,80.9,none,no,no,0.0,5.6,6.5,99.6,2.2,31.8
0.6,67.4,graduate,yes,no,0.0,9.5,68.2,6.5,71.9,49.7
7.3,85.7,none,no,yes,86.5,3.1,70.4,94.3,98.6,82.2
7.0,65.2,graduate,no,no,0.0,8.6,14.4,54.0,68.1,49.5
9.7,52.6,master,yes,no,0.0,7.3,77.5,7.1,6.4,33.6
7.3,62.4,graduate,yes,no,0.0,0.9,2.9,92.9,72.9,48.7
9.5,78.7,none,no,yes,63.8,3.6,38.1,47.4,84.7,61.2
7.1,94.0,none,yes,yes,73.6,7.5,18.5,40.1,22.7,41.6
5.2,51.0,high_school,yes,yes,60.2,3.8,68.3,9.5,0.2,30.6
0.3,95.3,master,yes,yes,81.4,9.8,95.6,18.8,62.1,64.4
1.0,84.2,graduate,no,yes,80.3,8.1,57.4,89.1,70.6,71.3
4.5,81.1,high_school,no,yes,96.0,5.0,93.5,10.8,68.3,62.3
6.0,99.9,master,no,no,0.0,9.4,92.9,54.8,38.9,58.6
6.7,53.3,graduate,no,no,0.0,0.4,14.1,96.0,49.1,43.2
0.6,99.1,none,yes,no,0.0,7.6,84.8,9.1,65.5,51.3
6.4,64.1,graduate,no,no,0.0,4.4,76.4,29.3,62.6,50.7
0.8,51.2,high_school,no,no,0.0,7.7,56.1,61.0,30.6,43.3
7.0,76.4,high_school,yes,yes,85.6,7.4,94.7,30.7,58.7,66.0
5.3,52.4,master,no,no,0.0,7.4,18.8,96.4,5.2,37.3
5.2,58.9,master,yes,yes,88.5,0.7,91.1,9.9,95.0,63.8
2.0,60.3,high_school,yes,no,0.0,0.0,92.2,20.6,68.9,47.2
2.4,90.7,master,yes,no,0.0,0.4,98.7,82.7,37.2,53.6
1.4,62.3,master,no,no,0.0,2.0,68.0,71.0,90.2,60.7
8.8,86.8,master,no,no,0.0,8.4,69.0,41.6,41.4,51.7
1.9,89.0,master,yes,no,0.0,1.3,62.7,39.5,69.6,48.0
6.9,53.5,high_school,yes,no,0.0,1.7,15.9,79.1,6.7,28.8
7.4,97.8,none,no,yes,90.4,3.9,53.6,28.5,57.0,55.0
8.9,60.1,high_school,no,no,0.0,1.1,20.1,51.8,3.6,24.0
2.3,91.7,graduate,yes,no,0.0,4.4,76.3,80.6,24.2,48.8
1.4,79.9,high_school,yes,yes,97.9,3.4,76.9,72.5,4.4,49.1
9.5,96.1,master,no,yes,97.9,5.1,20.1,64.4,39.1,53.1
2.3,81.4,master,no,no,0.0,5.6,2.5,44.1,84.3,45.4
1.4,98.2,high_school,yes,yes,89.0,3.2,68.5,41.0,53.4,55.6
0.4,95.1,graduate,yes,yes,94.3,7.6,38.1,56.3,81.4,65.3
0.4,77.3,high_school,no,no,0.0,4.5,93.7,64.5,28.2,48.7
7.5,84.1,master,no,yes,78.2,8.8,98.0,63.7,47.9,71.3
2.2,64.3,graduate,no,yes,77.3,3.0,99.9,88.2,36.8,63.7
0.4,70.5,graduate,no,no,0.0,4.2,12.5,62.6,20.8,29.2
4.2,86.7,none,no,yes,88.9,2.1,46.4,33.8,66.5,53.4
2.2,59.5,graduate,no,no,0.0,3.7,90.0,54.8,76.4,59.7
3.1,69.6,none,yes,no,0.0,0.5,54.3,45.2,90.5,52.6
2.2,77.6,graduate,no,yes,87.8,3.9,93.7,43.2,94.3,73.3
6.7,63.7,graduate,no,no,0.0,4.7,57.5,80.1,15.1,43.3
8.7,56.5,none,no,yes,87.0,7.9,61.0,76.3,53.1,67.2
0.9,50.4,high_school,no,yes,89.7,9.6,85.3,31.3,90.2,71.9
3.1,53.3,master,no,yes,92.1,1.6,47.5,70.4,29.0,47.3
8.8,58.2,high_school,no,no,0.0,6.9,15.8,55.2,47.0,42.5
9.0,98.8,graduate,no,no,0.0,3.8,9.7,3.9,88.0,42.4
1.7,51.0,master,no,no,0.0,9.5,58.5,18.2,89.4,55.1
5.7,94.3,high_school,no,no,0.0,9.2,6.9,13.5,30.0,29.8
1.1,96.8,graduate,no,no,0.0,6.0,29.2,79.3,78.7,56.7
8.0,50.8,none,yes,yes,79.6,9.1,36.5,25.3,51.3,51.4
0.5,61.9,master,no,no,0.0,6.6,44.9,43.3,4.0,28.8
3.3,51.6,high_school,yes,no,0.0,0.4,30.3,20.0,47.0,28.8
6.7,84.8,master,no,no,0.0,7.1,80.3,85.4,78.4,71.3
1.3,67.3,master,yes,yes,92.2,9.1,48.9,26.7,91.3,64.8
8.6,94.8,high_school,yes,no,0.0,0.6,80.6,10.7,7.4,30.1
5.7,61.8,high_school,yes,yes,66.2,6.3,1.0,1.3,80.7,43.5
8.7,73.0,master,yes,yes,67.4,7.2,61.3,5.6,13.9,39.5
0.9,71.6,graduate,yes,yes,79.0,2.0,5.0,7.9,32.0,26.1
9.9,80.3,graduate,no,yes,77.7,5.1,28.8,67.6,86.5,67.1
0.8,98.7,master,yes,yes,88.1,0.8,87.8,57.5,18.9,49.7
1.9,66.1,graduate,yes,no,0.0,5.1,39.5,83.6,29.7,42.9
2.9,71.3,master,yes,no,0.0,2.8,53.1,65.5,96.8,60.6
1.6,53.1,none,no,no,0.0,0.8,90.3,6.0,75.6,46.2
7.6,85.8,high_school,yes,yes,82.8,7.3,31.8,77.1,91.4,72.9
3.2,67.9,none,no,yes,69.1,1.7,50.0,76.3,31.3,48.3
6.9,70.5,none,no,no,0.0,8.7,92.3,84.6,97.2,80.2
4.6,57.6,none,no,no,0.0,9.9,95.0,87.3,78.8,75.2
6.3,70.0,high_school,no,yes,68.7,0.2,79.1,66.2,17.3,48.0
4.7,63.5,graduate,yes,no,0.0,2.3,49.7,15.8,83.0,45.8
4.9,86.2,none,no,yes,74.1,1.1,94.7,16.0,96.9,66.5
9.5,85.3,master,yes,no,0.0,4.9,23.5,94.3,80.4,61.6
9.6,81.6,master,no,yes,81.2,3.4,68.4,42.9,12.2,46.3
3.7,84.4,graduate,no,no,0.0,4.2,56.5,47.4,1.8,31.6
2.1,66.3,graduate,no,no,0.0,5.5,63.4,90.2,47.6,54.9
5.8,66.6,graduate,yes,yes,88.3,6.1,96.5,78.2,57.2,73.3
8.1,62.5,none,yes,yes,84.9,0.8,31.3,88.1,38.4,51.9
4.9,80.1,master,yes,no,0.0,7.1,44.9,77.7,79.1,61.8
3.6,88.9,none,yes,no,0.0,5.6,22.3,0.3,35.6,27.0
7.8,97.8,none,no,yes,98.3,6.0,60.5,53.6,82.4,72.2
1.2,86.7,graduate,no,yes,71.9,2.0,24.8,37.6,70.1,47.6
3.0,51.4,none,yes,no,0.0,6.3,36.9,77.6,99.3,63.1
5.6,79.7,master,yes,no,0.0,2.8,93.7,45.6,19.8,43.4
5.9,66.1,high_school,yes,yes,72.6,7.2,5.2,32.7,47.7,42.6
5.5,81.4,master,no,no,0.0,3.2,17.8,61.3,76.1,48.7
7.6,52.0,high_school,yes,yes,80.9,9.4,49.7,92.7,14.0,56.6
2.4,87.7,master,no,no,0.0,5.5,8.1,34.4,7.0,21.7
5.2,82.1,none,yes,yes,64.6,9.1,54.8,8.9,20.7,41.2
2.6,62.0,high_school,yes,yes,68.8,2.3,64.3,69.7,47.9,54.8
1.5,93.5,master,no,no,0.0,4.9,38.8,63.4,39.6,42.6
6.7,84.9,high_school,yes,no,0.0,0.1,20.0,3.6,23.0,19.3
7.0,79.1,master,yes,no,0.0,2.7,39.7,15.2,0.7,21.3
3.7,69.4,graduate,no,yes,86.0,4.5,33.4,32.7,26.0,39.4
4.5,98.4,none,yes,yes,68.0,5.7,18.5,4.2,80.5,48.4
7.5,91.6,graduate,no,no,0.0,2.2,36.1,5.4,62.6,37.6
0.2,50.6,graduate,no,no,0.0,4.6,20.6,94.7,38.9,42.0
3.9,87.7,none,no,yes,63.1,1.1,56.1,28.5,98.7,60.3
0.0,51.6,high_school,yes,no,0.0,7.3,94.7,93.0,30.3,56.5
9.6,54.9,master,yes,no,0.0,0.8,64.6,97.1,74.2,62.9
4.2,51.1,high_school,yes,yes,64.8,6.4,30.2,26.3,93.0,56.7
9.5,89.6,none,yes,no,0.0,2.7,1.4,8.6,23.5,21.0
7.0,74.0,graduate,yes,no,0.0,4.3,6.5,67.8,3.0,27.3
4.7,58.8,high_school,yes,no,0.0,7.2,65.7,95.9,87.6,71.1
2.0,63.4,master,yes,yes,94.9,8.4,23.5,44.8,0.2,35.8
4.4,97.6,none,yes,yes,83.9,4.6,71.6,74.3,28.7,57.9
4.7,58.2,master,yes,no,0.0,3.7,32.1,63.9,40.7,40.4
